tariff_2030_actual_eur_per_mwh,tariff_2040_actual_eur_per_mwh,tariff_2040_with_2030_demand_eur_per_mwh,revenue_growth_2030_2040_pct,actual_tariff_growth_2030_2040_pct,tariff_growth_without_demand_growth_pct,tariff_increase_mitigated_by_demand_growth_eur_per_mwh,tariff_increase_mitigated_by_demand_growth_pct,grid_revenue_growth_2030_2040_pct,network_tariff_2030_actual_eur_per_mwh,network_tariff_2040_actual_eur_per_mwh,network_tariff_2040_with_2030_demand_eur_per_mwh,network_revenue_growth_2030_2040_pct,network_actual_tariff_growth_2030_2040_pct,network_tariff_growth_without_demand_growth_pct,network_tariff_increase_mitigated_by_demand_growth_eur_per_mwh,network_tariff_increase_mitigated_by_demand_growth_pct,electrified_demand_growth_2030_2040_pct
9.6575,10.9880,14.1246,46.2549,13.7769,46.2549,3.1366,22.2064,46.2549,14.9773,16.9621,21.8040,45.5799,13.2518,45.5799,4.8419,22.2064,28.5453
