scenario,case,case_label,year,inv_bn,depreciation_bn,opening_rab_bn,closing_rab_bn,wacc_times_rab_bn,opex_bn,total_cost_bn,demand_twh,system_avg_ct_per_kwh,system_avg_eur_per_mwh,system_avg_eur_per_kwh
65%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2023,15.0000,5.5800,186.0000,195.4200,9.3744,15.0000,29.9544,510.0000,5.8734,58.7341,0.0587
65%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2024,18.0000,5.8626,195.4200,207.5574,9.8492,15.5500,31.2618,520.0000,6.0119,60.1188,0.0601
65%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2025,18.0000,6.2267,207.5574,219.3307,10.4609,16.0900,32.7776,530.0000,6.1845,61.8446,0.0618
65%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2026,11.7943,6.5799,219.3307,224.5451,11.0543,16.6400,34.2742,549.2610,6.2401,62.4005,0.0624
65%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2027,11.7943,6.7364,224.5451,229.6030,11.3171,17.1800,35.2334,568.5220,6.1974,61.9737,0.0620
65%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2028,15.3839,6.8881,229.6030,238.0988,11.5720,17.7300,36.1901,587.7830,6.1570,61.5705,0.0616
65%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2029,15.3839,7.1430,238.0988,246.3398,13.0954,18.2700,38.5084,607.0440,6.3436,63.4359,0.0634
65%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2030,17.4351,7.3902,246.3398,256.3846,13.5487,18.8200,39.7589,626.3049,6.3482,63.4817,0.0635
65%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2031,24.1547,7.6915,256.3846,272.8478,14.1012,19.3600,41.1527,647.2369,6.3582,63.5821,0.0636
65%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2032,24.1547,8.1854,272.8478,288.8171,15.0066,19.9100,43.1021,668.1688,6.4508,64.5077,0.0645
65%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2033,24.1547,8.6645,288.8171,304.3072,15.8849,20.4500,44.9994,689.1007,6.5302,65.3017,0.0653
65%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2034,24.1547,9.1292,304.3072,319.3327,16.7369,21.0000,46.8661,710.0326,6.6006,66.0056,0.0660
65%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2035,24.1547,9.5800,319.3327,333.9074,17.5633,21.5500,48.6933,730.9645,6.6615,66.6151,0.0666
65%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2036,24.1547,10.0172,333.9074,348.0449,18.3649,22.0900,50.4721,751.8964,6.7126,67.1264,0.0671
65%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2037,24.1547,10.4413,348.0449,361.7583,19.1425,22.6400,52.2238,772.8283,6.7575,67.5749,0.0676
65%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2038,17.0504,10.8527,361.7583,367.9559,19.8967,23.1800,53.9295,793.7602,6.7942,67.9417,0.0679
65%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2039,17.0504,11.0387,367.9559,373.9676,20.2376,23.7300,55.0062,814.6922,6.7518,67.5178,0.0675
65%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2040,17.0504,11.2190,373.9676,379.7989,20.5682,24.2700,56.0572,835.6241,6.7084,67.0843,0.0671
50%,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2023,15.0000,5.5800,186.0000,195.4200,9.3744,15.0000,29.9544,510.0000,5.8734,58.7341,0.0587
50%,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2024,18.0000,5.8626,195.4200,207.5574,9.8492,15.5500,31.2618,520.0000,6.0119,60.1188,0.0601
50%,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2025,18.0000,6.2267,207.5574,219.3307,10.4609,16.0900,32.7776,530.0000,6.1845,61.8446,0.0618
50%,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2026,20.5733,6.5799,219.3307,233.3240,11.0543,16.6400,34.2742,540.3457,6.3430,63.4301,0.0634
50%,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2027,20.5733,6.9997,233.3240,246.8976,11.7595,17.1800,35.9393,550.6915,6.5262,65.2620,0.0653
50%,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2028,26.8347,7.4069,246.8976,266.3254,12.4436,17.7300,37.5806,561.0372,6.6984,66.9841,0.0670
50%,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2029,26.8347,7.9898,266.3254,285.1703,14.6479,18.2700,40.9077,571.3830,7.1594,71.5941,0.0716
50%,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2030,30.4127,8.5551,285.1703,307.0279,15.6844,18.8200,43.0595,581.7287,7.4020,74.0199,0.0740
50%,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2031,28.1815,9.2108,307.0279,325.9986,16.8865,19.3600,45.4574,602.2776,7.5476,75.4758,0.0755
50%,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2032,28.1815,9.7800,325.9986,344.4002,17.9299,19.9100,47.6199,622.8265,7.6458,76.4577,0.0765
50%,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2033,28.1815,10.3320,344.4002,362.2497,18.9420,20.4500,49.7240,643.3754,7.7286,77.2862,0.0773
50%,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2034,28.1815,10.8675,362.2497,379.5638,19.9237,21.0000,51.7912,663.9243,7.8008,78.0077,0.0780
50%,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2035,28.1815,11.3869,379.5638,396.3584,20.8760,21.5500,53.8129,684.4732,7.8619,78.6195,0.0786
50%,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2036,28.1815,11.8908,396.3584,412.6492,21.7997,22.0900,55.7805,705.0221,7.9119,79.1187,0.0791
50%,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2037,28.1815,12.3795,412.6492,428.4513,22.6957,22.6400,57.7152,725.5710,7.9544,79.5445,0.0795
50%,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2038,19.8929,12.8535,428.4513,435.4906,23.5648,23.1800,59.5984,746.1199,7.9878,79.8777,0.0799
50%,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2039,19.8929,13.0647,435.4906,442.3187,23.9520,23.7300,60.7467,766.6688,7.9235,79.2346,0.0792
50%,A_demand_scaled,Case A — Excel method: Inv × (end-use_s / end-use_Build),2040,19.8929,13.2696,442.3187,448.9420,24.3275,24.2700,61.8671,787.2177,7.8590,78.5896,0.0786
50%,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2023,15.0000,5.5800,186.0000,195.4200,9.3744,15.0000,29.9544,510.0000,5.8734,58.7341,0.0587
50%,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2024,18.0000,5.8626,195.4200,207.5574,9.8492,15.5500,31.2618,520.0000,6.0119,60.1188,0.0601
50%,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2025,18.0000,6.2267,207.5574,219.3307,10.4609,16.0900,32.7776,530.0000,6.1845,61.8446,0.0618
50%,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2026,23.0000,6.5799,219.3307,235.7508,11.0543,16.6400,34.2742,540.3457,6.3430,63.4301,0.0634
50%,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2027,23.0000,7.0725,235.7508,251.6782,11.8818,17.1800,36.1344,550.6915,6.5616,65.6163,0.0656
50%,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2028,30.0000,7.5503,251.6782,274.1279,12.6846,17.7300,37.9649,561.0372,6.7669,67.6692,0.0677
50%,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2029,30.0000,8.2238,274.1279,295.9041,15.0770,18.2700,41.5709,571.3830,7.2755,72.7548,0.0728
50%,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2030,34.0000,8.8771,295.9041,321.0269,16.2747,18.8200,43.9718,581.7287,7.5588,75.5882,0.0756
50%,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2031,34.0000,9.6308,321.0269,345.3961,17.6565,19.3600,46.6473,602.2776,7.7451,77.4515,0.0775
50%,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2032,34.0000,10.3619,345.3961,369.0342,18.9968,19.9100,49.2687,622.8265,7.9105,79.1050,0.0791
50%,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2033,34.0000,11.0710,369.0342,391.9632,20.2969,20.4500,51.8179,643.3754,8.0541,80.5407,0.0805
50%,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2034,34.0000,11.7589,391.9632,414.2043,21.5580,21.0000,54.3169,663.9243,8.1812,81.8118,0.0818
50%,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2035,34.0000,12.4261,414.2043,435.7782,22.7812,21.5500,56.7574,684.4732,8.2921,82.9212,0.0829
50%,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2036,34.0000,13.0733,435.7782,456.7048,23.9678,22.0900,59.1311,705.0221,8.3871,83.8713,0.0839
50%,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2037,34.0000,13.7011,456.7048,477.0037,25.1188,22.6400,61.4599,725.5710,8.4706,84.7056,0.0847
50%,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2038,24.0000,14.3101,477.0037,486.6936,26.2352,23.1800,63.7253,746.1199,8.5409,85.4089,0.0854
50%,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2039,24.0000,14.6008,486.6936,496.0928,26.7681,23.7300,65.0990,766.6688,8.4911,84.9114,0.0849
50%,B_denominator_only,Case B — Excel B investment unchanged; PyPSA end-use denominator only,2040,24.0000,14.8828,496.0928,505.2100,27.2851,24.2700,66.4379,787.2177,8.4396,84.3958,0.0844
50%,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2023,15.0000,5.5800,186.0000,195.4200,9.3744,15.0000,29.9544,510.0000,5.8734,58.7341,0.0587
50%,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2024,18.0000,5.8626,195.4200,207.5574,9.8492,15.5500,31.2618,520.0000,6.0119,60.1188,0.0601
50%,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2025,18.0000,6.2267,207.5574,219.3307,10.4609,16.0900,32.7776,530.0000,6.1845,61.8446,0.0618
50%,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2026,13.7617,6.5799,219.3307,226.5124,11.0543,16.6400,34.2742,540.3457,6.3430,63.4301,0.0634
50%,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2027,13.7617,6.7954,226.5124,233.4787,11.4162,17.1800,35.3916,550.6915,6.4268,64.2676,0.0643
50%,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2028,17.9500,7.0044,233.4787,244.4243,11.7673,17.7300,36.5017,561.0372,6.5061,65.0611,0.0651
50%,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2029,17.9500,7.3327,244.4243,255.0416,13.4433,18.2700,39.0461,571.3830,6.8336,68.3361,0.0683
50%,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2030,20.3433,7.6512,255.0416,267.7337,14.0273,18.8200,40.4985,581.7287,6.9618,69.6176,0.0696
50%,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2031,17.9044,8.0320,267.7337,277.6061,14.7254,19.3600,42.1174,602.2776,6.9930,69.9301,0.0699
50%,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2032,17.9044,8.3282,277.6061,287.1824,15.2683,19.9100,43.5065,622.8265,6.9853,69.8534,0.0699
50%,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2033,17.9044,8.6155,287.1824,296.4714,15.7950,20.4500,44.8605,643.3754,6.9727,69.7268,0.0697
50%,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2034,17.9044,8.8941,296.4714,305.4817,16.3059,21.0000,46.2001,663.9243,6.9586,69.5863,0.0696
50%,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2035,17.9044,9.1644,305.4817,314.2216,16.8015,21.5500,47.5159,684.4732,6.9420,69.4197,0.0694
50%,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2036,17.9044,9.4266,314.2216,322.6994,17.2822,22.0900,48.7988,705.0221,6.9216,69.2160,0.0692
50%,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2037,17.9044,9.6810,322.6994,330.9229,17.7485,22.6400,50.0695,725.5710,6.9007,69.0070,0.0690
50%,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2038,12.6384,9.9277,330.9229,333.6336,18.2008,23.1800,51.3084,746.1199,6.8767,68.7670,0.0688
50%,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2039,12.6384,10.0090,333.6336,336.2631,18.3499,23.7300,52.0889,766.6688,6.7942,67.9418,0.0679
50%,C_dso_capacity_all_inv,Case C — all Inv_base × (German DSO stock_s / stock_Build),2040,12.6384,10.0879,336.2631,338.8136,18.4945,24.2700,52.8524,787.2177,6.7138,67.1382,0.0671
50%,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2023,15.0000,5.5800,186.0000,195.4200,9.3744,15.0000,29.9544,510.0000,5.8734,58.7341,0.0587
50%,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2024,18.0000,5.8626,195.4200,207.5574,9.8492,15.5500,31.2618,520.0000,6.0119,60.1188,0.0601
50%,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2025,18.0000,6.2267,207.5574,219.3307,10.4609,16.0900,32.7776,530.0000,6.1845,61.8446,0.0618
50%,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2026,13.7617,6.5799,219.3307,226.5124,11.0543,16.6400,34.2742,540.3457,6.3430,63.4301,0.0634
50%,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2027,13.7617,6.7954,226.5124,233.4787,11.4162,17.1800,35.3916,550.6915,6.4268,64.2676,0.0643
50%,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2028,17.9500,7.0044,233.4787,244.4244,11.7673,17.7300,36.5017,561.0372,6.5061,65.0611,0.0651
50%,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2029,17.9500,7.3327,244.4244,255.0417,13.4433,18.2700,39.0461,571.3830,6.8336,68.3361,0.0683
50%,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2030,20.3434,7.6513,255.0417,267.7338,14.0273,18.8200,40.4985,581.7287,6.9618,69.6176,0.0696
50%,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2031,17.9044,8.0320,267.7338,277.6062,14.7254,19.3600,42.1174,602.2776,6.9930,69.9302,0.0699
50%,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2032,17.9044,8.3282,277.6062,287.1825,15.2683,19.9100,43.5065,622.8265,6.9853,69.8534,0.0699
50%,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2033,17.9044,8.6155,287.1825,296.4714,15.7950,20.4500,44.8605,643.3754,6.9727,69.7268,0.0697
50%,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2034,17.9044,8.8941,296.4714,305.4817,16.3059,21.0000,46.2001,663.9243,6.9586,69.5864,0.0696
50%,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2035,17.9044,9.1645,305.4817,314.2217,16.8015,21.5500,47.5159,684.4732,6.9420,69.4197,0.0694
50%,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2036,17.9044,9.4267,314.2217,322.6995,17.2822,22.0900,48.7988,705.0221,6.9216,69.2161,0.0692
50%,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2037,17.9044,9.6810,322.6995,330.9230,17.7485,22.6400,50.0695,725.5710,6.9007,69.0070,0.0690
50%,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2038,12.6384,9.9277,330.9230,333.6337,18.2008,23.1800,51.3085,746.1199,6.8767,68.7670,0.0688
50%,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2039,12.6384,10.0090,333.6337,336.2631,18.3499,23.7300,52.0889,766.6688,6.7942,67.9418,0.0679
50%,D_peak_flow_all_inv,Case D — all Inv_base × (German peak HV→LV_s / peak_Build),2040,12.6384,10.0879,336.2631,338.8137,18.4945,24.2700,52.8524,787.2177,6.7138,67.1382,0.0671
50%,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2023,15.0000,5.5800,186.0000,195.4200,9.3744,15.0000,29.9544,510.0000,5.8734,58.7341,0.0587
50%,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2024,18.0000,5.8626,195.4200,207.5574,9.8492,15.5500,31.2618,520.0000,6.0119,60.1188,0.0601
50%,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2025,18.0000,6.2267,207.5574,219.3307,10.4609,16.0900,32.7776,530.0000,6.1845,61.8446,0.0618
50%,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2026,17.4814,6.5799,219.3307,230.2321,11.0543,16.6400,34.2742,540.3457,6.3430,63.4301,0.0634
50%,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2027,17.4814,6.9070,230.2321,240.8065,11.6037,17.1800,35.6907,550.6915,6.4811,64.8106,0.0648
50%,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2028,22.8018,7.2242,240.8065,256.3841,12.1366,17.7300,37.0908,561.0372,6.6111,66.1112,0.0661
50%,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2029,22.8018,7.6915,256.3841,271.4944,14.1011,18.2700,40.0627,571.3830,7.0115,70.1152,0.0701
50%,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2030,25.8420,8.1448,271.4944,289.1916,14.9322,18.8200,41.8970,581.7287,7.2022,72.0216,0.0720
50%,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2031,22.9792,8.6757,289.1916,303.4951,15.9055,19.3600,43.9413,602.2776,7.2959,72.9585,0.0730
50%,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2032,22.9792,9.1049,303.4951,317.3694,16.6922,19.9100,45.7071,622.8265,7.3387,73.3865,0.0734
50%,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2033,22.9792,9.5211,317.3694,330.8276,17.4553,20.4500,47.4264,643.3754,7.3715,73.7150,0.0737
50%,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2034,22.9792,9.9248,330.8276,343.8820,18.1955,21.0000,49.1203,663.9243,7.3985,73.9849,0.0740
50%,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2035,22.9792,10.3165,343.8820,356.5447,18.9135,21.5500,50.7800,684.4732,7.4188,74.1884,0.0742
50%,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2036,22.9792,10.6963,356.5447,368.8276,19.6100,22.0900,52.3963,705.0221,7.4319,74.3187,0.0743
50%,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2037,22.9792,11.0648,368.8276,380.7420,20.2855,22.6400,53.9903,725.5710,7.4411,74.4108,0.0744
50%,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2038,16.2206,11.4223,380.7420,385.5404,20.9408,23.1800,55.5431,746.1199,7.4443,74.4426,0.0744
50%,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2039,16.2206,11.5662,385.5404,390.1948,21.2047,23.7300,56.5009,766.6688,7.3697,73.6967,0.0737
50%,E_tso_dso_split,Case E — VNB share × DSO peak; ÜNB share × TSO stock GW-km (recommended),2040,16.2206,11.7058,390.1948,394.7096,21.4607,24.2700,57.4366,787.2177,7.2961,72.9615,0.0730
50%,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2023,15.0000,5.5800,186.0000,195.4200,9.3744,15.0000,29.9544,510.0000,5.8734,58.7341,0.0587
50%,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2024,18.0000,5.8626,195.4200,207.5574,9.8492,15.5500,31.2618,520.0000,6.0119,60.1188,0.0601
50%,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2025,18.0000,6.2267,207.5574,219.3307,10.4609,16.0900,32.7776,530.0000,6.1845,61.8446,0.0618
50%,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2026,19.1102,6.5799,219.3307,231.8609,11.0543,16.6400,34.2742,540.3457,6.3430,63.4301,0.0634
50%,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2027,19.1102,6.9558,231.8609,244.0153,11.6858,17.1800,35.8216,550.6915,6.5048,65.0484,0.0650
50%,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2028,24.9263,7.3205,244.0153,261.6212,12.2984,17.7300,37.3488,561.0372,6.6571,66.5710,0.0666
50%,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2029,24.9263,7.8486,261.6212,278.6988,14.3892,18.2700,40.5078,571.3830,7.0894,70.8943,0.0709
50%,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2030,28.2498,8.3610,278.6988,298.5877,15.3284,18.8200,42.5094,581.7287,7.3074,73.0743,0.0731
50%,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2031,27.2229,8.9576,298.5877,316.8530,16.4223,19.3600,44.7400,602.2776,7.4285,74.2846,0.0743
50%,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2032,27.2229,9.5056,316.8530,334.5703,17.4269,19.9100,46.8425,622.8265,7.5210,75.2096,0.0752
50%,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2033,27.2229,10.0371,334.5703,351.7561,18.4014,20.4500,48.8885,643.3754,7.5987,75.9875,0.0760
50%,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2034,27.2229,10.5527,351.7561,368.4264,19.3466,21.0000,50.8993,663.9243,7.6664,76.6643,0.0767
50%,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2035,27.2229,11.0528,368.4264,384.5965,20.2635,21.5500,52.8662,684.4732,7.7236,77.2364,0.0772
50%,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2036,27.2229,11.5379,384.5965,400.2815,21.1528,22.0900,54.7807,705.0221,7.7701,77.7007,0.0777
50%,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2037,27.2229,12.0084,400.2815,415.4960,22.0155,22.6400,56.6639,725.5710,7.8096,78.0956,0.0781
50%,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2038,19.2162,12.4649,415.4960,422.2473,22.8523,23.1800,58.4972,746.1199,7.8402,78.4018,0.0784
50%,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2039,19.2162,12.6674,422.2473,428.7961,23.2236,23.7300,59.6210,766.6688,7.7766,77.7663,0.0778
50%,E_dso_only_tso_nep,Sensitivity — VNB share × DSO peak; ÜNB share left at Excel B (NEP TSO continues),2040,19.2162,12.8639,428.7961,435.1484,23.5838,24.2700,60.7177,787.2177,7.7129,77.1295,0.0771
50%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2023,15.0000,5.5800,186.0000,195.4200,9.3744,15.0000,29.9544,510.0000,5.8734,58.7341,0.0587
50%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2024,18.0000,5.8626,195.4200,207.5574,9.8492,15.5500,31.2618,520.0000,6.0119,60.1188,0.0601
50%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2025,18.0000,6.2267,207.5574,219.3307,10.4609,16.0900,32.7776,530.0000,6.1845,61.8446,0.0618
50%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2026,6.7275,6.5799,219.3307,219.4782,11.0543,16.6400,34.2742,540.3457,6.3430,63.4301,0.0634
50%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2027,6.7275,6.5843,219.4782,219.6213,11.0617,17.1800,34.8260,550.6915,6.3241,63.2406,0.0632
50%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2028,8.7750,6.5886,219.6213,221.8076,11.0689,17.7300,35.3876,561.0372,6.3075,63.0752,0.0631
