scenario,case,case_label,year,inv_bn,depreciation_bn,opening_rab_bn,closing_rab_bn,wacc_times_rab_bn,opex_bn,total_cost_bn,demand_twh,system_avg_ct_per_kwh,system_avg_eur_per_mwh,system_avg_eur_per_kwh
50%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2029,8.7750,6.6542,221.8076,223.9284,12.1994,18.2700,37.1237,571.3830,6.4972,64.9716,0.0650
50%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2030,9.9449,6.7179,223.9284,227.1555,12.3161,18.8200,37.8539,581.7287,6.5071,65.0714,0.0651
50%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2031,16.5504,6.8147,227.1555,236.8912,12.4936,19.3600,38.6682,602.2776,6.4203,64.2033,0.0642
50%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2032,16.5504,7.1067,236.8912,246.3349,13.0290,19.9100,40.0458,622.8265,6.4297,64.2968,0.0643
50%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2033,16.5504,7.3900,246.3349,255.4953,13.5484,20.4500,41.3885,643.3754,6.4330,64.3302,0.0643
50%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2034,16.5504,7.6649,255.4953,264.3808,14.0522,21.0000,42.7171,663.9243,6.4340,64.3403,0.0643
50%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2035,16.5504,7.9314,264.3808,272.9998,14.5409,21.5500,44.0224,684.4732,6.4316,64.3157,0.0643
50%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2036,16.5504,8.1900,272.9998,281.3602,15.0150,22.0900,45.2950,705.0221,6.4246,64.2462,0.0642
50%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2037,16.5504,8.4408,281.3602,289.4698,15.4748,22.6400,46.5556,725.5710,6.4164,64.1641,0.0642
50%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2038,11.6826,8.6841,289.4698,292.4684,15.9208,23.1800,47.7849,746.1199,6.4045,64.0446,0.0640
50%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2039,11.6826,8.7741,292.4684,295.3770,16.0858,23.7300,48.5898,766.6688,6.3378,63.3778,0.0634
50%,E_tso_new_volume,Sensitivity — VNB × DSO peak; ÜNB × TSO *new* GW-km (not recommended),2040,11.6826,8.8613,295.3770,298.1983,16.2457,24.2700,49.3770,787.2177,6.2723,62.7235,0.0627
