,,2020,2020,2020,2025,2025,2025,2030,2030,2030,2035,2035,2035,2040,2040,2040,2045,2045,2045,2050,2050,2050
,,electric,fuel_cell,ice,electric,fuel_cell,ice,electric,fuel_cell,ice,electric,fuel_cell,ice,electric,fuel_cell,ice,electric,fuel_cell,ice,electric,fuel_cell,ice
IT,passenger,0.016205,0.000000,0.983795,0.094603,0.000000,0.905397,0.173000,0.000000,0.827000,0.288000,0.008500,0.703500,0.403000,0.017000,0.580000,0.576500,0.017000,0.406500,0.750000,0.017000,0.233000
IT,truck,0.005182,0.005727,0.989091,0.031091,0.034364,0.934545,0.057000,0.063000,0.880000,0.106000,0.166500,0.727500,0.155000,0.270000,0.575000,0.216500,0.308500,0.475000,0.278000,0.347000,0.375000
IT,van,0.005182,0.005727,0.989091,0.031091,0.034364,0.934545,0.057000,0.063000,0.880000,0.106000,0.166500,0.727500,0.155000,0.270000,0.575000,0.216500,0.308500,0.475000,0.278000,0.347000,0.375000
IT,bus,0.005182,0.005727,0.989091,0.031091,0.034364,0.934545,0.057000,0.063000,0.880000,0.106000,0.166500,0.727500,0.155000,0.270000,0.575000,0.216500,0.308500,0.475000,0.278000,0.347000,0.375000
LT,passenger,0.014890,0.000000,0.985110,0.082445,0.000000,0.917555,0.150000,0.000000,0.850000,0.425000,0.000000,0.575000,0.700000,0.000000,0.300000,0.850000,0.000000,0.150000,1.000000,0.000000,0.000000
LT,truck,0.013636,0.004545,0.981818,0.081818,0.027273,0.890909,0.150000,0.050000,0.800000,0.275000,0.150000,0.575000,0.400000,0.250000,0.350000,0.500000,0.325000,0.175000,0.600000,0.400000,0.000000
LT,van,0.013636,0.004545,0.981818,0.081818,0.027273,0.890909,0.150000,0.050000,0.800000,0.275000,0.150000,0.575000,0.400000,0.250000,0.350000,0.500000,0.325000,0.175000,0.600000,0.400000,0.000000
LT,bus,0.013636,0.004545,0.981818,0.081818,0.027273,0.890909,0.150000,0.050000,0.800000,0.275000,0.150000,0.575000,0.400000,0.250000,0.350000,0.500000,0.325000,0.175000,0.600000,0.400000,0.000000
LU,passenger,0.012525,0.002727,0.984748,0.070427,0.016364,0.913209,0.128330,0.030000,0.841670,0.189165,0.205000,0.605835,0.250000,0.380000,0.370000,0.200000,0.480000,0.320000,0.150000,0.580000,0.270000
LU,truck,0.000682,0.003636,0.995682,0.004091,0.021818,0.974091,0.007500,0.040000,0.952500,0.103750,0.170000,0.726250,0.200000,0.300000,0.500000,0.300000,0.450000,0.250000,0.400000,0.600000,0.000000
